id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
503,C10-0001397-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,10/13/2023 00:00:00,10/12/2026 00:00:00,,Responsible And Compliant Retail Tracy LLC,Embarc Tracy,"Benny Sanchez, Dustin Moore, Lauren Carpenter, Terry Muller",Limited Liability Company,Data Not Available,"1000 Pavilion Pkwy, Suite 110",Tracy,CA,San Joaquin,95304,Licensing@goembarc.Com,(916) 573-2448,Data Not Available,37.75969102,-121.46826873
504,C10-0001398-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,10/13/2023 00:00:00,10/12/2026 00:00:00,,Embarc Meyers,Embarc Meyers,"Dustin Moore, Gregory Daum, Lauren Carpenter",Limited Liability Company,Data Not Available,3008 Us Highway 50,S Lake Tahoe,CA,El Dorado,96150,Licensing@goembarc.Com,(916) 573-2448,Data Not Available,38.855446,-120.014338
506,C10-0001400-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,10/16/2023 00:00:00,10/15/2026 00:00:00,,"Stanton Monroe, LLC",Kannabis Works,Mark Malatesta,Limited Liability Company,Data Not Available,8230 Monroe Ave,Stanton,CA,Orange,90680,Licensing@thebakeryshop.Com,(949) 614-0099,Data Not Available,33.805185,-117.989117
507,C10-0001401-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,10/16/2023 00:00:00,10/15/2026 00:00:00,,Link Rock Falls Corporation,Lake Street Organics,"Ana Garcia, Jaypee Sereghy, Terri Larsen",Corporation,Data Not Available,8466 Lake St,Lower Lake,CA,Lake,95457,03espinoza@gmail.Com,(707) 694-3706,Data Not Available,38.921106,-122.6113606
508,C10-0001402-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,10/17/2023 00:00:00,10/16/2026 00:00:00,,Siesta Life Encinitas LLC,SIESTA LIFE ENCINITAS LLC,"Adwar Benyamen, Angel  De Lelis Fernandez, Bertin Porcayo, Gregory  Gelman",Limited Liability Company,Data Not Available,1038 S Coast Highway 101,Encinitas,CA,San Diego,92024,Bertporcayo@gmail.Com,(510) 909-8251,Data Not Available,33.038595,-117.293025
509,C10-0001403-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,10/18/2023 00:00:00,10/17/2026 00:00:00,,Closed Door Inc [Equity Retailer],Crystal Nugs Shop [Equity Retailer],"Bryan Brown, Christopher  Loftin, Maisha Bahati, melina brown",Corporation,Data Not Available,2300 J St,Sacramento,CA,Sacramento,95816,Melina@crystalnugs.Com,(916) 701-9777,Data Not Available,38.575321,-121.475697
510,C10-0001404-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,10/21/2023 00:00:00,10/20/2026 00:00:00,,"Ecrencinitas4, LLC",Wellgreens Dispensary,"Aaron Magagna, Badal Dhirajlal Satasia, Jason Correia, Kenneth Schulenburg",Limited Liability Company,Data Not Available,211 El Camino Real N,Encinitas,CA,San Diego,92024,Amaaronmagagna@gmail.Com,(619) 405-0298,Data Not Available,33.0503643,-117.2598302
511,C10-0001405-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,10/31/2023 00:00:00,10/30/2026 00:00:00,,"Metro 1996, LLC [Equity Retailer]",Data Not Available,"Mark Mabutas, Melissa Sheridan",Limited Liability Company,Data Not Available,6492 Florin Perkins Rd,Sacramento,CA,Sacramento,95828,Ldfmanagement1@gmail.Com,(916) 280-6875,Data Not Available,38.509282,-121.394117
512,C10-0001406-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,11/02/2023 00:00:00,11/01/2026 00:00:00,,"Teranomic, LLC",Ohana Cannabis,Nasser Azimi,Limited Liability Company,Data Not Available,395 N Palm Canyon Dr,Palm Springs,CA,Riverside,92262,Nazimi@teranomic.Com,(916) 757-4892,Data Not Available,33.828453,-116.547216
515,C10-0001409-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,11/09/2023 00:00:00,11/08/2026 00:00:00,,Mtfnjc LLC,The Hill,"Marc Flynn, Nguey Lay, Nicholas Cozzi",Limited Liability Company,Data Not Available,669 Mississippi St,San Francisco,CA,San Francisco,94107,Brokenspectacles@gmail.Com,(415) 535-2771,Data Not Available,37.758149,-122.393891
516,C10-0001410-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,11/14/2023 00:00:00,11/13/2026 00:00:00,,"Rw Home, LLC",Wellgreens Dispensary,"Bessma Loussia, Randall Zaitona, Sarmad Hallak",Limited Liability Company,Data Not Available,4337 Home Ave,San Diego,CA,San Diego,92105,Sam@wellgreens.Store,(619) 873-7389,Data Not Available,32.726642,-117.101786
517,C10-0001411-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,11/16/2023 00:00:00,11/15/2026 00:00:00,,Cosdd61 LLC,Wellgreens Dispensary,"Bessma Loussia, Sarmad Hallak",Limited Liability Company,Data Not Available,"8039 Balboa Ave, Suite A",San Diego,CA,San Diego,92111,Sam@wellgreens.Store,(619) 873-7389,Data Not Available,32.821298,-117.15008
519,C10-0001413-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,11/30/2023 00:00:00,11/29/2026 00:00:00,,Blissful Moments Healing Center,Blissful Moments Healing Center,"Lisa Mustain, Parth Patel, robert mustain, Yatee Patel",Corporation,Data Not Available,1115 Norboe Ave,Corcoran,CA,Kings,93212,Rjmustain@yahoo.Com,(559) 362-4243,Data Not Available,36.097744,-119.561682
520,C10-0001414-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,12/05/2023 00:00:00,12/04/2026 00:00:00,,Indio Responsible And Compliant Retail LLC,Embarc,"Alexis  Perez, Dustin Moore, Lauren Carpenter",Limited Liability Company,Data Not Available,45835 Towne St,Indio,CA,Riverside,92201,Licensing@goembarc.Com,(916) 573-2448,Data Not Available,33.716064,-116.219826
521,C10-0001415-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,12/08/2023 00:00:00,12/07/2026 00:00:00,,"Tradecraft Farms - Lancaster, LLC",TRADECRAFT FARMS,"Barry Walker, Brent Walker, Geoffrey Yeterian, Thomas Gibb",Limited Liability Company,Data Not Available,"42212 10th St W, Unit 8",Lancaster,CA,Los Angeles,93534,Paula@dubbros.Com,(310) 990-8779,Data Not Available,34.649908,-118.146956
630,C10-0001416-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,12/14/2023 00:00:00,12/13/2026 00:00:00,,Grassy Grove LLC,SeaWeedsf,"Desmond Morgan, John Wood, Romwald Connolly",Limited Liability Company,Data Not Available,"245 Jefferson St, Unit 3",San Francisco,CA,San Francisco,94133,Ray@castroplace.Com,(415) 706-7759,Data Not Available,37.807878,-122.416465
632,C10-0001418-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,12/16/2023 00:00:00,12/15/2026 00:00:00,,"Local Roots, LLC",Local Roots,"Dylan McGinty, Zachary Allen",Limited Liability Company,Data Not Available,195 Seminary Ave,Ukiah,CA,Mendocino,95482,D.Mcginty@live.Com,(707) 272-9730,Data Not Available,39.147038,-123.20783
633,C10-0001419-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,12/22/2023 00:00:00,12/21/2026 00:00:00,,"Sweet Flower Fresno 2, LLC",Data Not Available,Shaninder Bal,Limited Liability Company,Data Not Available,3119 N Maroa Ave,Fresno,CA,Fresno,93704,Bal.Shan32@gmail.Com,(209) 872-1061,Data Not Available,36.77897043,-119.79512709
634,C10-0001420-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,12/26/2023 00:00:00,12/25/2026 00:00:00,,Rd Lynwood Retail LLC,"HIGH TIDE, HIGHER GROUND- LYNWOOD","DARRIN OGANESIAN, Ryan Oganesian",Limited Liability Company,Data Not Available,11510 Alameda St,Lynwood,CA,Los Angeles,90262,Ryan.Oganesian@rrwmail.Com,(951) 236-6958,Data Not Available,33.930536,-118.224441
635,C10-0001421-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,12/26/2023 00:00:00,12/25/2026 00:00:00,,Zasa LLC,Wheelhouse Ventura,"Elmerina Pugh, Sergio  Burga, Thomas Feeney, Zahur Lalji",Limited Liability Company,Data Not Available,4591 Market St,Ventura,CA,Ventura,93003,Director@wheelhouseph.Com,(805) 207-7001,Data Not Available,34.257611,-119.230567
708,C10-0001422-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,01/03/2024 00:00:00,01/02/2027 00:00:00,,"Community Veterans Of Rivco, LLC",The Cake House,"George Jajjo, Ilham Youhanan Polis, Mishil Yousif, Ronald  Holguin, Saad Pattah, Sahara Bernes, Sami Harmis, Sami Younan",Limited Liability Company,Data Not Available,"23143 Temescal Canyon Rd, Suite C",Corona,CA,Riverside,92883,Samiharmis@gmail.Com,(619) 618-5811,Data Not Available,33.783069,-117.489566
771,C10-0001423-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,01/17/2024 00:00:00,01/16/2027 00:00:00,,"Td Oxnard, Inc.",OXNARD HOLISTICS,"douglas gans, TONY HALL",Corporation,Data Not Available,1015 Harbor Blvd,Oxnard,CA,Ventura,93035,Dgan9@aol.Com,(619) 818-4555,Data Not Available,34.191202,-119.2394807
772,C10-0001424-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,01/22/2024 00:00:00,01/21/2027 00:00:00,,"Humanity Encinitas 4, Inc.",The Cake House Dispensary,"Aram Penaranda, Daniel Zora, Jagat Joti Khalsa, James Schmachtenberger, Matthew Matti, Saad Pattah, Shahriar Pourteymour, Shanon Zisman",Corporation,Data Not Available,583 Coast Highway 101,Encinitas,CA,San Diego,92024,Erica@cakehousecannabis.Com,(714) 631-5914,Data Not Available,33.04901036,-117.29415899
773,C10-0001425-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,01/26/2024 00:00:00,01/25/2027 00:00:00,,Pegasus Group Inc.,Dank Depot,Narine  Satamyan,Corporation,Data Not Available,"68031 Ramon Rd, Unit 103",Cathedral CTY,CA,Riverside,92234,Satamyan25@gmail.Com,(818) 726-7321,Data Not Available,33.815385,-116.474879
774,C10-0001426-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,02/07/2024 00:00:00,02/06/2027 00:00:00,,"Prime Exotics, Inc. [Equity Retailer]",Prime Exotics [Equity Retailer],Roman Kiselyov,Corporation,Data Not Available,132 4th St,Eureka,CA,Humboldt,95501,Rkiselyov@gmail.Com,(619) 244-1798,Data Not Available,40.79045105,-124.15735626
775,C10-0001427-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/07/2024 00:00:00,02/06/2027 00:00:00,,Catalyst - Hawthorne LLC,CATALYST - HAWTHORNE,"Damian Martin, Douglas Alvey, Elliot Lewis",Limited Liability Company,Data Not Available,"14115 Crenshaw Blvd, 7, 8, 9,10",Hawthorne,CA,Los Angeles,90250,Elliotlewis6700@gmail.Com,(562) 370-3780,Data Not Available,33.902786,-118.32697
776,C10-0001428-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/13/2024 00:00:00,02/12/2027 00:00:00,,Catalyst - Lynwood LLC,CATALYST - LYNWOOD,"Damian Martin, Elliot Lewis",Limited Liability Company,Data Not Available,5110 E Imperial Hwy,Lynwood,CA,Los Angeles,90262,Elliotlewis6700@catalystcannabis.Co,(562) 370-3780,Data Not Available,33.9307553141818,-118.182837345415
777,C10-0001429-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/14/2024 00:00:00,02/13/2027 00:00:00,,"The Healing Tree Collective, Inc.",Mr Nice Guy Marijuana Cannabis Dispensary Santa Ana,Joseph Martin,Corporation,Data Not Available,3211 Harbor Blvd,Santa Ana,CA,Orange,92704,Thehealingtreecollectiveinc@gmail.Com,(657) 205-9728,Data Not Available,33.7042,-117.918956
778,C10-0001430-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/20/2024 00:00:00,02/19/2027 00:00:00,,Otc Perris LLC,Off the Charts,Norman Yousif,Limited Liability Company,Data Not Available,1133 Harley Knox Blvd,Perris,CA,Riverside,92571,Normanyousif11@gmail.Com,(619) 955-9433,Data Not Available,33.858765,-117.251073
779,C10-0001431-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/24/2024 00:00:00,02/23/2027 00:00:00,,Cannabis Express Inc,Premium Blossom,"Candice Garrett, Darin Garrett, Jacob Forrester-Garrett",Corporation,Data Not Available,200 Main St,Porterville,CA,Tulare,93257,Dgarett@calcanlicense.Com,(559) 310-3564,Data Not Available,36.0687967,-119.0158317
780,C10-0001432-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/26/2024 00:00:00,02/25/2027 00:00:00,,Fontana Responsible And Compliant Retail LLC,Embarc Fontana,"Dustin Moore, Lauren Carpenter",Limited Liability Company,Data Not Available,9132 Sierra Ave,Fontana,CA,San Bernardino,92335,Licensing@goembarc.Com,(916) 573-2448,Data Not Available,34.08789,-117.436554
781,C10-0001433-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/27/2024 00:00:00,02/26/2027 00:00:00,,Indio West Coast Retail LLC,West Coast Cannabis Club,"Joshua DiSalle, Kenneth Churchill, Thomas  Lopez",Limited Liability Company,Data Not Available,80916 Us Highway 111,Indio,CA,Riverside,92201,Tom@westcoastcannabis.Club,(805) 603-0503,Data Not Available,33.707622,-116.252804
782,C10-0001434-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/04/2024 00:00:00,03/04/2027 00:00:00,,Catalyst - Santa Ana LLC,CATALYST OC3 SANTA ANA,Elliot Lewis,Limited Liability Company,Data Not Available,3122 Halladay St,Santa Ana,CA,Orange,92705,Elliotlewis6700@catalystcannabis.Co,(562) 754-7827,Data Not Available,33.705208,-117.860172
783,C10-0001435-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/12/2024 00:00:00,03/12/2027 00:00:00,,Sgi Encinitas Ap LLC,STIIIZY Encinitas,"Andrew Moss, Chaundhry Ali, Isaac Kim, James Kim, Nicholas Goldberg, Tak Sato, Vivian Khong",Limited Liability Company,Data Not Available,1030 N Coast Highway 101,Encinitas,CA,San Diego,92024,Licensing@shrynegroup.Com,(213) 567-4201,Data Not Available,33.066624,-117.30324
784,C10-0001436-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/12/2024 00:00:00,03/12/2027 00:00:00,,Shryne National City LLC,SHRYNE NATIONAL CITY LLC,"Chaudhry Ali, Isaac Kim, James Kim, Rosalina Rodriguez, Tak  Sato, Vivian Khong",Limited Liability Company,Data Not Available,3239 Hoover Ave,National City,CA,San Diego,91950,Licensing@shrynegroup.Com,(213) 567-4201,Data Not Available,32.6535072,-117.1013245
785,C10-0001437-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/15/2024 00:00:00,03/15/2027 00:00:00,,Community Veterans Of Rivco,Goldn Bloom,"George Jajjo, Ilham Polis, Mishil Yousif, Ronald Holguin, Saad Pattah, Sahara Bernes, Sami  Harmis, Sami Younan",Limited Liability Company,Data Not Available,43613 Florida Ave,Hemet,CA,Riverside,92544,Samiharmis@gmail.Com,(619) 212-5587,Data Not Available,33.747354,-116.901084
787,C10-0001439-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/26/2024 00:00:00,03/26/2027 00:00:00,,Cosdlm1. LLC,HiKei Cannabis,Aaron Magagna,Limited Liability Company,Data Not Available,8939 La Mesa Blvd,La Mesa,CA,San Diego,91942,Amaaronmagagna@gmail.Com,(619) 405-0298,Data Not Available,32.774691,-117.004227
788,C10-0001440-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/05/2024 00:00:00,04/05/2026 00:00:00,,"Vmk, Inc.",Purple Lotus,"Daniel Georgatos, Jaine Krishnamachari, Mathew Krishnamachari, Sara Krishnamachari",Corporation,Data Not Available,66 W Santa Clara St,San Jose,CA,Santa Clara,95113,Dangeorgatos@gmail.Com,(408) 456-0420,Data Not Available,37.336656,-121.889044
789,C10-0001441-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/10/2024 00:00:00,04/10/2027 00:00:00,,Rd X Catalyst Baldwin Park LLC,HIGHER GROUND - BALDWIN PARK,"DAMIAN MARTIN, DARRIN OGANESIAN, Elliot Lewis, RYAN OGANESIAN",Limited Liability Company,Data Not Available,13467 Dalewood St,Baldwin Park,CA,Los Angeles,91706,Elliotlewis6700@catalystcannabis.Co,(562) 370-3780,Data Not Available,34.066715,-117.98192
790,C10-0001442-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/10/2024 00:00:00,04/10/2026 00:00:00,,1784 Shaw Retail LLC,Embarc,"Dustin Moore, Lauren Carpenter",Limited Liability Company,Data Not Available,1784 W Shaw Ave,Fresno,CA,Fresno,93711,Licensing@goembarc.Com,(916) 573-2448,Data Not Available,36.8087,-119.825936
850,C10-0001443-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/12/2024 00:00:00,04/12/2026 00:00:00,,"Caliva Camisj2, Inc.",Deli by Caliva San Jose,"Greg Gamet, Laurie Holcomb, Marshall Minor, Richard Ormond",Corporation,Data Not Available,92 Pullman Way,San Jose,CA,Santa Clara,95111,Licensing@theparent.Co,(408) 440-2362,Data Not Available,37.290132,-121.849496
852,C10-0001444-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/12/2024 00:00:00,04/12/2026 00:00:00,,Seedstar,Seedstar Cannabis,"Daniel Kang, Darlene Azimi, Lilibeth Rodriguez Marrugo, Mariam Azimi",Corporation,Data Not Available,5711 Florin Perkins Rd,Sacramento,CA,Sacramento,95828,Beth@theseedstar.Com,(530) 921-4887,Data Not Available,38.522979,-121.389819
853,C10-0001445-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/16/2024 00:00:00,04/16/2026 00:00:00,,"Dkhwy111, Inc.",Desert Kush,"John Ramistella, Nicholas Kacha",Corporation,Data Not Available,67455 E Palm Canyon Dr,Cathedral CTY,CA,Riverside,92234,John@desertkush.Com,(831) 236-6646,Data Not Available,33.789905,-116.485283
768,C10-0001446-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/18/2024 00:00:00,04/18/2027 00:00:00,,"Naparc, Inc. [Equity Retailer]",SPARC [Equity Retailer],"Emily Paxhia, Joseph Pearson",Corporation,Data Not Available,1726 Tanen St,Napa,CA,Napa,94559,Compliance@sparcsf.Org,(707) 584-6923,Data Not Available,38.306312,-122.285754
854,C10-0001447-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/18/2024 00:00:00,04/18/2026 00:00:00,,Responsible And Compliant Retail Madera LLC,Embarc Madera,"Dustin Moore, Kevin  Schmidt, Lauren Carpenter",Limited Liability Company,Data Not Available,530 E Yosemite Ave,Madera,CA,Madera,93638,Licensing@goembarc.Com,(916) 573-2448,Data Not Available,36.9650118,-120.05427
855,C10-0001448-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/25/2024 00:00:00,04/25/2026 00:00:00,,Packs Oc Opco LLC,PACKS,"Anthony DeSimone, Jeffrey DaPra, Kelly Khuu, Kristopher Luu",Limited Liability Company,Data Not Available,"2840 Croddy Way, Unit A",Santa Ana,CA,Orange,92704,Kris@packsglobal.Com,(626) 780-8473,Data Not Available,33.709477,-117.922039
856,C10-0001449-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/29/2024 00:00:00,04/29/2026 00:00:00,,"Milkman, LLC",SLOCAL Roots GB,"Austen Connella, Joe Simonin, Tom McAuley",Limited Liability Company,Data Not Available,923 Huber St,Grover Beach,CA,San Luis Obispo,93433,Slocalroots@gmail.Com,(415) 837-3957,Data Not Available,35.113003,-120.621894
857,C10-0001450-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/01/2024 00:00:00,05/01/2026 00:00:00,,The Pacific Pipeline Corp.,Portola Pipeline,"Brendan Hallinan, Jesse Henry",Corporation,Data Not Available,2490 San Bruno Ave,San Francisco,CA,San Francisco,94134,Jesse.Bsf@protonmail.Com,(415) 986-9387,Data Not Available,37.730199,-122.404946
858,C10-0001451-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/06/2024 00:00:00,05/06/2026 00:00:00,,Slocal Management LLC,ROOT ONE,"Adam Laurent, Austen Connella",Limited Liability Company,Data Not Available,928 Guadalupe St,Guadalupe,CA,Santa Barbara,93434,Slocalroots@gmail.Com,(415) 837-3957,Data Not Available,34.9706396,-120.5726092
859,C10-0001452-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,05/06/2024 00:00:00,05/06/2026 00:00:00,,Perfect Prime 9 LLC,STIIIZY LYNWOOD 2,"Chaudhry Ali, Isaac Kim, James Kim, Javier  Barajas, Tak Sato, Vivian Khong",Limited Liability Company,Data Not Available,11330 Atlantic Ave,Lynwood,CA,Los Angeles,90262,Javierbgjb@hotmail.Com,(310) 261-0357,Data Not Available,33.9222078,-118.186992
860,C10-0001453-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/07/2024 00:00:00,05/07/2026 00:00:00,,Tat Lw LLC,The Artist Tree,Avi Kahan,Limited Liability Company,Data Not Available,24902 Moulton Pkwy,Laguna Woods,CA,Orange,92637,Avi@theartisttree.Com,(310) 922-3502,Data Not Available,33.600433,-117.716386
861,C10-0001454-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/09/2024 00:00:00,05/09/2026 00:00:00,,Jr Artesia LLC,Jaderoom Artesia,"Chun Wai Tommy Ngan, Jay Solanki, Rishi Desai",Limited Liability Company,Data Not Available,17311 Pioneer Blvd,Artesia,CA,Los Angeles,90701,Tommy@jaderoom.Com,(310) 926-6709,Data Not Available,33.873732,-118.082581
862,C10-0001455-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/22/2024 00:00:00,05/22/2026 00:00:00,,Harvest Of Santa Monica,Data Not Available,"Sam Dabbas, Taylor Megdal",Limited Liability Company,Data Not Available,1418 Wilshire Blvd,Santa Monica,CA,Los Angeles,90403,Dabbssam@yahoo.Com,(310) 721-9113,Data Not Available,34.026982,-118.488251
863,C10-0001456-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/25/2024 00:00:00,05/25/2026 00:00:00,,Green Rush LLC,Green Rush Cannabis Co.,"Michael Benson, Tashina Benson",Limited Liability Company,Data Not Available,2742 Broadway,Eureka,CA,Humboldt,95501,Ceo@goldrushcoffee.Com,(707) 616-1469,Data Not Available,40.783347,-124.183881
864,C10-0001457-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/30/2024 00:00:00,05/30/2026 00:00:00,,"Paradise West, Inc.",Club W,"Angilbert Sarkis, Michael O'Leary",Corporation,Data Not Available,408 Paradise Rd,Modesto,CA,Stanislaus,95351,Bert@thepremier.Group,(209) 996-5959,Data Not Available,37.627167,-121.012194
865,C10-0001458-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/03/2024 00:00:00,06/03/2026 00:00:00,,Catalyst - Lancaster LLC,CATALYST - LANCASTER,"Damian Martin, Elliot Lewis",Limited Liability Company,Data Not Available,42020 4th St E,Lancaster,CA,Los Angeles,93535,Elliotlewis6700@catalystcannabis.Co,(562) 370-3780,Data Not Available,34.646215,-118.122742
866,C10-0001459-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/17/2024 00:00:00,06/17/2026 00:00:00,,99 High Tide - Oxnard,99 High Tide,"Sam Boyer, Yvonne  Green",Limited Liability Company,Data Not Available,138 A St S,Oxnard,CA,Ventura,93030,Sam99htc@gmail.Com,(310) 924-5968,Data Not Available,34.202188,-119.178217
867,C10-0001460-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2024 00:00:00,06/28/2026 00:00:00,,Rznhead Inc.,BACKPACK BOYZ SAN BERNARDINO,Edvin Mailyan,Corporation,Data Not Available,1090 S Arrowhead Ave,SN Bernrdno,CA,San Bernardino,92408,Edvin818@gmail.Com,(818) 384-9021,Data Not Available,34.081676,-117.289861
868,C10-0001461-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/03/2024 00:00:00,07/03/2026 00:00:00,,"The Nordhoff Company, LLC [Equity Retailer]",Off the Charts [Equity Retailer],"Darryl Allen, Norman Yousif",Limited Liability Company,Data Not Available,4515 York Blvd,Los Angeles,CA,Los Angeles,90041,Normanyousif11@gmail.Com,(619) 955-9433,Data Not Available,34.12397104,-118.22511696
869,C10-0001462-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/03/2024 00:00:00,07/03/2026 00:00:00,,Js Reserve [Equity Retailer],Nela Rd [Equity Retailer],Johnny Sayegh,Corporation,Data Not Available,1870 Vermont Ave,Los Angeles,CA,Los Angeles,90027,Info@nelard.Com,(213) 493-5887,Data Not Available,34.105102,-118.291601
870,C10-0001463-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/04/2024 00:00:00,07/04/2026 00:00:00,,My420 LLC [Equity Retailer],My420 [Equity Retailer],"Ara  Khurshudyan, Michael  Kasaboski, Sarkis Dovlatyan",Limited Liability Company,Data Not Available,7566 Winnetka Ave,Winnetka,CA,Los Angeles,91306,My420LLC@gmail.Com,(310) 775-7260,Data Not Available,34.207915,-118.570792
871,C10-0001464-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/08/2024 00:00:00,07/08/2026 00:00:00,,Bon Voiage [Equity Retailer],Gradus Hollywood [Equity Retailer],"Gagik Sargsyan, Lusine Navasardyan",Corporation,Data Not Available,6521 W Hollywood Blvd,Los Angeles,CA,Los Angeles,90028,Lusogog1@yahoo.Com,(818) 919-3964,Data Not Available,34.10192913568766,-118.33173350308189
872,C10-0001465-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/08/2024 00:00:00,07/08/2026 00:00:00,,Asseraf Holdings LLC,Green Label RX,"Jason McKnight, Michael Asseraf",Limited Liability Company,Data Not Available,20924 Vanowen St,Canoga Park,CA,Los Angeles,91303,Info@asserafholdings.Com,(909) 680-9419,Data Not Available,34.193395,-118.589393
847,C10-0001466-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/12/2024 00:00:00,07/12/2026 00:00:00,,Ccwat LLC,Data Not Available,"Bradford Palmer, Grant Palmer",Limited Liability Company,Data Not Available,274 Kearney St,Watsonville,CA,Santa Cruz,95076,Cruz89@aol.Com,(831) 420-3227,Data Not Available,36.908295,-121.767256
4885,C10-0001467-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/12/2024 00:00:00,07/12/2026 00:00:00,,Otc Artesia LLC,Off the Charts,"Norman Yousif, Sean Maddocks",Limited Liability Company,Data Not Available,"17127 Pioneer Blvd, Suite A",Artesia,CA,Los Angeles,90701,Maddocks@greencp.Com,(949) 291-0587,Data Not Available,33.874761,-118.082894
